drug_id,ema_code,name,manufacturer
2497,EMA-002497,Lexotanil,Cheplapharm Arzneimittel Gmbh
2498,EMA-002498,Leznoda,Pharmathen S.A.
2499,EMA-002499,Libeprosta,Pierre Fabre Farmaka Sa
2500,EMA-002500,Liberizin,Aflofarm Farmacja Polska Sp. Z O.O.
2501,EMA-002501,Librax,Viatris Healthcare Limited
2502,EMA-002502,Libroxar,Rafarm Sa.
2503,EMA-002503,Licepler,Iasis Pharma
2504,EMA-002504,Lidaprim,Rokitan Gmbh
2505,EMA-002505,Lidex,Galenica Sa
2506,EMA-002506,Lidocaine & Fluorescein Bausch + Lomb,Bausch + Lomb Ireland Limited
2507,EMA-002507,Ligion,Innovis Pharma
2508,EMA-002508,Liglinra,Stada Arzneimittel Ag
2509,EMA-002509,Lignospan,John Tsaprazis S.A.
2510,EMA-002510,Lilovon,Nestoras Vlachos Pc Epsilon Health
2511,EMA-002511,Limox,Venifar Ltd
2512,EMA-002512,Linadax Once Weekly «μία Φορά Την Εβδομάδα»,Heremco
2513,EMA-002513,Linagliptin Intas,"Intas Third Party Sales 2005, S.L."
2514,EMA-002514,Linagliptin Medochemie,Medochemie Hellas Sa
2515,EMA-002515,Linagliptin+metformin Stada,Stada Arzneimittel Ag
2516,EMA-002516,Linaglut,Viofar Ltd
2517,EMA-002517,Linesol,Vocate Φαρμακευτικη Αε
2518,EMA-002518,Linesol,Vocate Φαρμακευτικη Αε
2519,EMA-002519,Linezan,Anfarm Hellas Sa
2520,EMA-002520,Linezolid Kabi,Fresenius Kabi Hellas Single Member S.A.
2521,EMA-002521,Linipon,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
2522,EMA-002522,Linipon-S,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
2523,EMA-002523,Lipahar,Pharmathen S.A.
2524,EMA-002524,Lipathrec,Verisfield S.M.S.A
2525,EMA-002525,Lip-Down,Pharmazac Sa
2526,EMA-002526,Lipemia,Verisfield S.M.S.A
2527,EMA-002527,Lipemia,Verisfield S.M.S.A
2528,EMA-002528,Lipemia Forte,Verisfield S.M.S.A
2529,EMA-002529,Lipexal,Innovis Pharma
2530,EMA-002530,Lipichol,Medi Trans
2531,EMA-002531,Lipidil Nt,Viatris Healthcare Limited
2532,EMA-002532,Lipigan,Medical Pharmaquality Pharmaceuticals S.A.
2533,EMA-002533,Lipimed,Lab.Newmed Pharmaceuticals Ltd
2534,EMA-002534,Lipitor,Viatris Hellas Limited
2535,EMA-002535,Lipium-Raldex,Farmellas Enterprises Ltd
2536,EMA-002536,Lipocomb,Egis Pharmaceuticals Plc
2537,EMA-002537,Lipomin,Medical Pharmaquality Pharmaceuticals S.A.
2538,EMA-002538,Lipopen,Elpen Pharmaceutical Co. Inc.
2539,EMA-002539,Lipoprav,Sja Pharm Ltd
2540,EMA-002540,Lipopress,Heremco
2541,EMA-002541,Liporex,Genepharm S.A.
2542,EMA-002542,Liposic,Bausch + Lomb Ireland Limited
2543,EMA-002543,Lipovast,Anfarm Hellas Sa
2544,EMA-002544,Liptruzet,N.V. Organon
2545,EMA-002545,Lisba,Rafarm Sa.
2546,EMA-002546,Lisefor,Vocate Φαρμακευτικη Αε
2547,EMA-002547,Lisinopril Grindeks,Grindeks
2548,EMA-002548,Lisobron,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
2549,EMA-002549,Lisobron,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
2550,EMA-002550,Lisolip,Gap S.A.
2551,EMA-002551,Lithimole,Cooper Pharmaceuticals S.A.
2552,EMA-002552,Livazo,Kowa Pharmaceutical Europe Gmbh
2553,EMA-002553,Livial,N.V. Organon
2554,EMA-002554,Livostin,Johnson & Johnson Hellas Consumer Ae
2555,EMA-002555,Livostin,Johnson & Johnson Hellas Consumer Ae
2556,EMA-002556,Lizedia,Pharmathen S.A.
2557,EMA-002557,Lizocalcio,Sja Pharm Ltd
2558,EMA-002558,Loben,Bennett Pharmaceuticals Sa
2559,EMA-002559,Loben Plus,Bennett Pharmaceuticals Sa
2560,EMA-002560,Lobivon,Menarini International Operations Luxembourg S.A.
2561,EMA-002561,Lobivon-Plus,Menarini International Operations Luxembourg S.A.
2562,EMA-002562,Lobynia,Elpen Pharmaceutical Co. Inc.
2563,EMA-002563,Locar,Medicus A.E
2564,EMA-002564,Loceryl,Galderma International
2565,EMA-002565,Locitafer,Medhel S.A.
2566,EMA-002566,Locitafer,Medhel S.A
2567,EMA-002567,Lodipin,Iasis Pharma
2568,EMA-002568,Lodrec,Lab.Newmed Pharmaceuticals Ltd
2569,EMA-002569,Lofostin,Venifar Ltd
2570,EMA-002570,Lofoto,Rafarm Sa.
2571,EMA-002571,Logimax,Recordati Industria Chimica E Farmaceutica S.P.A.
2572,EMA-002572,Lognif,Teva Gmbh
2573,EMA-002573,Logren,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
2574,EMA-002574,Loitrol,Rafarm Sa.
2575,EMA-002575,Lomadryl,Sja Pharm Ltd
2576,EMA-002576,Lomexin,Recordati Hellas Pharmaceuticals Ae
2577,EMA-002577,Lomexin,Recordati Hellas Pharmaceuticals Ae
2578,EMA-002578,Lomucost,Nassington Ltd
2579,EMA-002579,Lonalgal,Lavipharm S.A
2580,EMA-002580,Lonarid,Lavipharm S.A
2581,EMA-002581,Lonarid N,Lavipharm S.A
2582,EMA-002582,Lonata,Pharmathen S.A.
2583,EMA-002583,Londer,Aenorasis S.A.
2584,EMA-002584,Lopracil,Medicus A.E
2585,EMA-002585,Lopracil,Medicus A.E
2586,EMA-002586,Lopraxer,Help Abee
2587,EMA-002587,Lopraxer,Help Abee
2588,EMA-002588,Lopresor,Recordati Hellas Pharmaceuticals Ae
2589,EMA-002589,Loproc,Norma Hellas S.A.
2590,EMA-002590,Loproc,Norma Hellas S.A.
2591,EMA-002591,Loproc,Norma Hellas S.A.
2592,EMA-002592,Lora,"Lyofin Ltd, Greece"
2593,EMA-002593,Lordin,Vianex S.A.
2594,EMA-002594,Lordin,Vianex S.A.
2595,EMA-002595,Lordin 40mg/Vial,Vianex S.A.
2596,EMA-002596,Loren-Press,Rafarm Sa.
2597,EMA-002597,Lorfast,Vivax Pharmaceuticals Ltd
2598,EMA-002598,Loridren,Rafarm Sa.
2599,EMA-002599,Lortamed Plus,Medical Pharmaquality Pharmaceuticals S.A.
2600,EMA-002600,Lortazil Plus,Mediapharm Ltd
2601,EMA-002601,Lorvaten,Pharmex S.A.
2602,EMA-002602,Losadrac,Iasis Pharma
2603,EMA-002603,Losalet,Pharmapath Sa
2604,EMA-002604,Losalet Plus,Pharmapath Sa
2605,EMA-002605,Losarb,Pharmapath Sa
2606,EMA-002606,Losarb Plus,Pharmapath Sa
2607,EMA-002607,Losazide,Verisfield S.M.S.A
2608,EMA-002608,Losec,Cheplapharm Arzneimittel Gmbh
2609,EMA-002609,Losefan,Novendia Pharmaceuticals Ltd
2610,EMA-002610,Lotemax,Olympus Trading Medical Products I.K.E.
2611,EMA-002611,Lotorin,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
2612,EMA-002612,Lovatex,Gap S.A.
2613,EMA-002613,Lovtelar,Pharmathen S.A.
2614,EMA-002614,Loxapin,Norma Hellas S.A.
2615,EMA-002615,Lozanel,Heremco
2616,EMA-002616,Lozanel Plus,Heremco
2617,EMA-002617,Lozatan,Panagiotis Leon & Co
2618,EMA-002618,Lozostun,Faran S.A.
2619,EMA-002619,Lu-177 Psma I&t,Curium Finland Oy
2620,EMA-002620,Lubrilac,Zwitter Pharmaceuticals Επε
2621,EMA-002621,Lucidel,Elpen Pharmaceutical Co. Inc.
2622,EMA-002622,Lucidel Plus,Elpen Pharmaceutical Co. Inc.
2623,EMA-002623,Ludiomil,Amdipharm Limited
2624,EMA-002624,Lumaren,Elpen Pharmaceutical Co. Inc.
2625,EMA-002625,Lumaren,Elpen Pharmaceutical Co. Inc.
2626,EMA-002626,Lumify,Bausch + Lomb Ireland Limited
2627,EMA-002627,"Lurasidone Pharmazac 18,5 Mg",Pharmazac Sa
2628,EMA-002628,Lurasidone Pharmazac 37 Mg,Pharmazac Sa
2629,EMA-002629,Lurasidone Pharmazac 74 Mg,Pharmazac Sa
2630,EMA-002630,Lusmose,Egis Pharmaceuticals Plc
2631,EMA-002631,Lutinus,Ferring Hellas Mepe
2632,EMA-002632,Lutrak,Ariti Sa
2633,EMA-002633,Lutrate Depot,Vianex S.A.
2634,EMA-002634,Lyberen,Elpen Pharmaceutical Co. Inc.
2635,EMA-002635,Lycis,Vita Longa Pc
2636,EMA-002636,Lycitrope,Cooper Pharmaceuticals S.A.
2637,EMA-002637,Lygabrin,Anabiosis S.A.
2638,EMA-002638,Lymphomyosot,Biologische Heilmittel Heel Gmbh
2639,EMA-002639,Lyoclar,"Lyofin Ltd, Greece"
2640,EMA-002640,Lyoclar,"Lyofin Ltd, Greece"
2641,EMA-002641,Lyo-Cortin 100mg/Vial,Vianex S.A.
2642,EMA-002642,Lyo-Cortin 250mg/Vial,Vianex S.A.
2643,EMA-002643,Lyo-Cortin 500mg/Vial,Vianex S.A.
2644,EMA-002644,Lyo-Drol,Vianex S.A.
2645,EMA-002645,Lyopraz,Medical Pharmaquality Pharmaceuticals S.A.
2646,EMA-002646,Lyopraz,Medical Pharmaquality Pharmaceuticals S.A.
2647,EMA-002647,Lyosan,Mediapharm Ltd
2648,EMA-002648,Lyovanco,"Lyofin Ltd, Greece"
2649,EMA-002649,Lyovent,"Lyofin Ltd, Greece"
2650,EMA-002650,Lysopaine-N,Opella Healthcare Greece Single Member Ltd.
2651,EMA-002651,Maalox,Opella Healthcare Greece Single Member Ltd.
2652,EMA-002652,Maalox «χωρίσ Ζάχαρη»,Opella Healthcare Greece Single Member Ltd.
2653,EMA-002653,Maalox Plus,Opella Healthcare Greece Single Member Ltd.
2654,EMA-002654,Maalox Plus,Opella Healthcare Greece Single Member Ltd.
2655,EMA-002655,Macitentan Pharmapath,Pharmapath Sa
2656,EMA-002656,Macladin,Target Pharma Single Member Private Ltd
2657,EMA-002657,Macoil,Vian S.A.
2658,EMA-002658,Macorel,Elpen Pharmaceutical Co. Inc.
2659,EMA-002659,Macrolid-S,Sja Pharm Ltd
2660,EMA-002660,Madécassol,A. Nikolakopoulos A.E.
2661,EMA-002661,Madopar,Roche (Hellas) Sa
2662,EMA-002662,Mag-2,Galenica Sa
2663,EMA-002663,Magair-S,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
2664,EMA-002664,Magenlom,Bennett Pharmaceuticals Sa
2665,EMA-002665,Mag-Iasis,Iasis Pharma
2666,EMA-002666,Maglack,Nassington Ltd
2667,EMA-002667,Maglack,Nassington Ltd
2668,EMA-002668,Magnebest,Elpen Pharmaceutical Co. Inc.
2669,EMA-002669,Magnesil,Pharmabelle Ltd
2670,EMA-002670,Magnesium Oxide Rafarm,Rafarm Sa.
2671,EMA-002671,Magnesium Pharmazac,Pharmazac Sa
2672,EMA-002672,Magnesium Sulfate Ariti,Ariti Sa
2673,EMA-002673,Magnesium Sulfate Demo,Demo Abee
2674,EMA-002674,Magnesium Sulfate Demo,Demo Abee
2675,EMA-002675,Magnesium Sulfate Demo,Demo Abee
2676,EMA-002676,Magnesium Sulphate Cooper,Cooper Pharmaceuticals S.A.
2677,EMA-002677,Magsense,Global Development Ltd
2678,EMA-002678,Maguran,Medochemie Hellas Sa
2679,EMA-002679,Mag-Veni,Venifar Ltd
2680,EMA-002680,Maintelyte,Baxter Hellas
2681,EMA-002681,Makiren,Rafarm Sa.
2682,EMA-002682,Makovan,Medimar Sa
2683,EMA-002683,Malarone,Glaxosmithkline Single Member A.E.B.E.
2684,EMA-002684,Malditesta,Verisfield S.M.S.A
2685,EMA-002685,Malicon,Norma Hellas S.A.
2686,EMA-002686,Malicon,Norma Hellas S.A.
2687,EMA-002687,Manifold,Medical Pharmaquality Pharmaceuticals S.A.
2688,EMA-002688,Mannitol Bradex,Bradex S.A.
2689,EMA-002689,Mannitol Cooper,Cooper Pharmaceuticals S.A.
2690,EMA-002690,Mannitol Demo,Demo Abee
2691,EMA-002691,Mannitol Βιοσερ,Vioser S.A.
2692,EMA-002692,Manorin,Demo Abee
2693,EMA-002693,Mantomed,Medochemie Hellas Sa
2694,EMA-002694,Manyper,Chiesi Hellas S.A.
2695,EMA-002695,Mardozia,Pharmathen S.A.
2696,EMA-002696,Mardozia Pf (Χωρίσ Συντηρητικό),Pharmathen S.A.
2697,EMA-002697,Mariprax,Pharmathen Investments Group Limited
2698,EMA-002698,Maroxim,Tikun Olam Greece S.A.
2699,EMA-002699,Mastopon-Treat,Nassington Ltd
2700,EMA-002700,Mastopon-Treat,Nassington Ltd
2701,EMA-002701,Mastopon-Treat New,Nassington Ltd
2702,EMA-002702,Matepil,Gap S.A.
2703,EMA-002703,Matrifen,Istituto Gentili S.R.L
2704,EMA-002704,Mavitalon,Help Abee
2705,EMA-002705,Maxalt,N.V. Organon
2706,EMA-002706,Maxartan,Sja Pharm Ltd
2707,EMA-002707,Maxidex,Novartis (Hellas) S.A.C.I.
2708,EMA-002708,Maxigan,Medical Pharmaquality Pharmaceuticals S.A.
2709,EMA-002709,Maxilin,Anfarm Hellas Sa
2710,EMA-002710,Maxilin,Anfarm Hellas Sa
2711,EMA-002711,Maxinject,Cooper Pharmaceuticals S.A.
2712,EMA-002712,Maxudin,A. Menarini - Industrie Farmaceutiche Riunite - S.R.L.
2713,EMA-002713,Maxudin,A. Menarini - Industrie Farmaceutiche Riunite - S.R.L.
2714,EMA-002714,Maymetsi,"Krka, D.D., Novo Mesto"
2715,EMA-002715,Mecaton,Target Pharma Single Member Private Ltd
2716,EMA-002716,Mecolzin,Innovis Pharma
2717,EMA-002717,Mecolzup,Innovis Pharma
2718,EMA-002718,Medaxone,Medochemie Hellas Sa
2719,EMA-002719,Medicinal Oxygen/Pantogas,Pantogas Sa
2720,EMA-002720,Medicort,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
2721,EMA-002721,Medilax,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
2722,EMA-002722,Medistatin,Farmellas Enterprises Ltd
2723,EMA-002723,Meditam,Help Abee
2724,EMA-002724,Medithyrox,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
2725,EMA-002725,Medithyrox,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
2726,EMA-002726,Medivapom,Rafarm Sa.
2727,EMA-002727,Medoflucon,Gabriel Health
2728,EMA-002728,Medoflucon,Gabriel Health
2729,EMA-002729,Medolone,Medochemie Hellas Sa
2730,EMA-002730,Medopenem,Medochemie Hellas Sa
2731,EMA-002731,Medopexol,Medochemie Hellas Sa
2732,EMA-002732,Medoprel,Rafarm Sa.
2733,EMA-002733,Medoxem,Medochemie Hellas Sa
2734,EMA-002734,Medoxem,Medochemie Hellas Sa
2735,EMA-002735,Medoxicam,Medochemie Hellas Sa
2736,EMA-002736,Medrol,Pfizer Hellas A.E.
2737,EMA-002737,Medynote,Sja Pharm Ltd
2738,EMA-002738,Mefoxil 1g/Vial,Vianex S.A.
2739,EMA-002739,Mefoxil 2 G/Vial,Vianex S.A.
2740,EMA-002740,Mega-Alpha,Vian S.A.
2741,EMA-002741,Megace,Bausch Health Ireland Limited
2742,EMA-002742,Megalotect Cp,Biotest Pharma Gmbh
2743,EMA-002743,Megazon,Pharmathen Investments Group Limited
2744,EMA-002744,Melaoline,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
2745,EMA-002745,Melatonin Medicair,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
2746,EMA-002746,Meldoz,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
2747,EMA-002747,Melediz,Elpen Pharmaceutical Co. Inc.
2748,EMA-002748,Melferut,Rafarm Sa.
2749,EMA-002749,Melice,Lab.Newmed Pharmaceuticals Ltd
2750,EMA-002750,Meliglix,Pharmazac Sa
2751,EMA-002751,Melocalm,Bennett Pharmaceuticals Sa
2752,EMA-002752,Melocin,Gap S.A.
2753,EMA-002753,Melock,Pla Pharmaceuticals Sa
2754,EMA-002754,Melocox,Verisfield S.M.S.A
2755,EMA-002755,Meloprol,Energon Pharmaceuticals Ltd
2756,EMA-002756,Meloprol,Energon Pharmaceuticals Ltd
2757,EMA-002757,Melox,Raldex Enterprises Ltd
2758,EMA-002758,Melox/Raldex,Raldex Enterprises Ltd
2759,EMA-002759,Meloxicam Kleva 15 Mg,Kleva Pharmaceuticals
2760,EMA-002760,"Meloxicam Kleva 7,5 Mg",Kleva Pharmaceuticals
2761,EMA-002761,"Meloxicam/Kleva  15 Mg / 1,5 Ml",Kleva Pharmaceuticals
2762,EMA-002762,Melphalan Tillomed,Tillomed Pharma Gmbh
2763,EMA-002763,Melus,Medichrom A.E.
2764,EMA-002764,Memantine Ariti,Ariti Sa
2765,EMA-002765,Memantine Demo,Demo Abee
2766,EMA-002766,Memantine Genepharm,Genepharm S.A.
2767,EMA-002767,Memantine Grindeks,Grindeks
2768,EMA-002768,Memantine Sandoz,Sandoz Gmbh
2769,EMA-002769,Memasolv,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
2770,EMA-002770,Memini,Elpen Pharmaceutical Co. Inc.
2771,EMA-002771,Memo,Farmellas Enterprises Ltd
2772,EMA-002772,Memodrin,Lavipharm Hellas Ae
2773,EMA-002773,Memogalin,Verisfield S.M.S.A
2774,EMA-002774,Memomax-S,Sja Pharm Ltd
2775,EMA-002775,Memoreel,Biologische Heilmittel Heel Gmbh
2776,EMA-002776,Memoton-Life,Farmellas Enterprises Ltd
2777,EMA-002777,Menago,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
2778,EMA-002778,Meni-Drops,Pharmex S.A.
2779,EMA-002779,Menopur,Ferring Hellas Mepe
2780,EMA-002780,Menopur,Ferring Hellas Mepe
2781,EMA-002781,Mentazac,Pharmazac Sa
2782,EMA-002782,Mentifar,Rafarm Sa.
2783,EMA-002783,Meomel,Rafarm Sa.
2784,EMA-002784,Mepenex,Vianex S.A.
2785,EMA-002785,Meperya,Pharmathen S.A.
2786,EMA-002786,Mepires,Sja Pharm Ltd
2787,EMA-002787,Mepirid,Vocate Φαρμακευτικη Αε
2788,EMA-002788,Meprolen,Vocate Φαρμακευτικη Αε
2789,EMA-002789,Meprolen,Vocate Φαρμακευτικη Αε
2790,EMA-002790,Mercilon,N.V. Organon
2791,EMA-002791,Merdaten,Rafarm Sa.
2792,EMA-002792,Meriofert,Ibsa Farmaceutici Italia
2793,EMA-002793,Meriofert,Ibsa Farmaceutici Italia
2794,EMA-002794,Merobact,Elpen Pharmaceutical Co. Inc.
2795,EMA-002795,Meronem,Pfizer Hellas A.E.
2796,EMA-002796,Meropenem Anfarm,Anfarm Hellas Sa
2797,EMA-002797,Meropenem Anfarm,Anfarm Hellas Sa
2798,EMA-002798,Meropenem Kabi,Fresenius Kabi Hellas Single Member S.A.
2799,EMA-002799,Meropenem Noridem,Noridem Enterprises Ltd
2800,EMA-002800,Meropenem Steriscience,Steriscience B.V.
2801,EMA-002801,Meropenil,Vocate Φαρμακευτικη Αε
2802,EMA-002802,Merozan,Demo Abee
2803,EMA-002803,Merozan,Demo Abee
2804,EMA-002804,Mesi-2,Nassington Ltd
2805,EMA-002805,Mesmor,Rafarm Sa.
2806,EMA-002806,Mesmor,Rafarm Sa.
2807,EMA-002807,Mestinon,Viatris Healthcare Limited
2808,EMA-002808,Mestla,Rafarm Sa.
2809,EMA-002809,Mesulid,Vianex S.A.
2810,EMA-002810,Mesulid,Vianex S.A.
2811,EMA-002811,Metazero Xr,"Krka, D.D., Novo Mesto"
2812,EMA-002812,Metformin Hydrochloride Rosemont,Rafarm Sa.
2813,EMA-002813,Metformin Hydrochloride Rosemont,Rosemont Pharmaceuticals Limited
2814,EMA-002814,Methadone Ι.Φ.Ε.Τ.,Institute Of Pharmaceutical Research And Technology Sa
2815,EMA-002815,Methobion,Medicus A.E
2816,EMA-002816,Methotrexate Pfizer,Pfizer Hellas A.E.
2817,EMA-002817,Methotrexate Pfizer,Pfizer Hellas A.E.
2818,EMA-002818,Methotrexate Viatris,Viatris Limited
2819,EMA-002819,Methotrexate Viatris,Viatris Limited
2820,EMA-002820,Methox-F,Faran S.A.
2821,EMA-002821,Metlinka,Swyssi Ag
2822,EMA-002822,Metoject,Medac Gesellschaft Für Klinische Spezialpräparate Mbh (Wedel)
2823,EMA-002823,Metoject,Medac Gesellschaft Für Klinische Spezialpräparate Mbh (Wedel)
2824,EMA-002824,Metoject Pen,Medac Gesellschaft Für Klinische Spezialpräparate Mbh (Wedel)
2825,EMA-002825,Metopirone,Hra Pharma Rare Diseases
2826,EMA-002826,Metoprolol Tartrate/Flexmed,Flexmed Technologies & Innovations I.K.E
2827,EMA-002827,Metrogyl,Fresenius Kabi Hellas Single Member S.A.
2828,EMA-002828,Metronidazole B.Braun,Vioser S.A.
2829,EMA-002829,Metronidazole Baxter,Baxter Hellas
2830,EMA-002830,Metronidazole Cooper,Cooper Pharmaceuticals S.A.
2831,EMA-002831,Metronidazole Norma,Norma Hellas S.A.
2832,EMA-002832,Metronidazole Βιοσερ,Vioser S.A.
2833,EMA-002833,Metvix,Galderma International
2834,EMA-002834,Mexilon,Medicus A.E
2835,EMA-002835,Mexitory,Desant Technologia Kallyntikon Kai Farmakon M.E.P.E.
2836,EMA-002836,Mezavant,Takeda Pharmaceuticals International Ag Ireland Branch
2837,EMA-002837,Mibezet,Win Medica Sa
2838,EMA-002838,Mibi,Radiopharmacy Laboratórium Kft.
2839,EMA-002839,Micafungin Pharmazac,Pharmazac Sa
2840,EMA-002840,Micafungin Teva,Teva B.V
2841,EMA-002841,Micol,Raldex Enterprises Ltd
2842,EMA-002842,Miconazole Target,Target Pharma Single Member Private Ltd
2843,EMA-002843,Microfer,Vianex S.A.
2844,EMA-002844,Microlax,Johnson & Johnson Hellas Consumer Ae
2845,EMA-002845,Micronazole,Hospital Line S.A.
2846,EMA-002846,Mictonorm,Vianex S.A.
2847,EMA-002847,Mictonorm Uno,Vianex S.A.
2848,EMA-002848,Midazolam Accord,Accord Healthcare Limited
2849,EMA-002849,Midazolam B. Braun,B.Braun Melsungen Ag
2850,EMA-002850,Midnight/Tikun,Tikun Olam Greece S.A.
2851,EMA-002851,Midodrine Tillomed,Tillomed Pharma Gmbh
2852,EMA-002852,Mifegyne,Exelgyn Sa
2853,EMA-002853,Miflonide Breezhaler,Novartis (Hellas) S.A.C.I.
2854,EMA-002854,Migracor,Nassington Ltd
2855,EMA-002855,Migralin,Menarini International Operations Luxembourg S.A.
2856,EMA-002856,Mikrobiel,Cooper Pharmaceuticals S.A.
2857,EMA-002857,Milithin,Galenica Sa
2858,EMA-002858,Milk Of Magnesia,Omega Pharma Hellas S.A.
2859,EMA-002859,Milpaton-A,Nassington Ltd
2860,EMA-002860,Miltonian Fc Tab,Medical Pharmaquality Pharmaceuticals S.A.
2861,EMA-002861,Minatuss,Galenica Sa
2862,EMA-002862,Minedon,Hyalu-Med Ltd
2863,EMA-002863,Miniflam,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
2864,EMA-002864,Miniflampatch,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
2865,EMA-002865,Minirin Melt,Ferring Hellas Mepe
2866,EMA-002866,Minispasm,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
2867,EMA-002867,Minitran,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
2868,EMA-002868,Minoa,Vivax Pharmaceuticals Ltd
2869,EMA-002869,Minocin,Teofarma S.R.L.
2870,EMA-002870,Minocin,Teofarma S.R.L.
2871,EMA-002871,Minodril,Adv Cosmetics Single Member P.C
2872,EMA-002872,Minolip Plus,Provident Pharmaceuticals Ltd
2873,EMA-002873,Minoxidil Evdermia,Evdermia S.A.
2874,EMA-002874,Minoxidil Target,Target Pharma Single Member Private Ltd
2875,EMA-002875,Miochol-E,Dr. Gerhard Mann Chem.-Pharm. Fabrik Gmbh
2876,EMA-002876,Miorel,Provident Pharmaceuticals Ltd
2877,EMA-002877,Miorelique,Provident Pharmaceuticals Ltd
2878,EMA-002878,Mirabegron Aristo Aristo,Aristo Pharma Gmbh (Art 57)
2879,EMA-002879,Mirabegron Stada,Stada Arzneimittel Ag
2880,EMA-002880,Mirabegron/Pharmazac 50 Mg,Pharmazac Sa
2881,EMA-002881,Miralust,Bennett Pharmaceuticals Sa
2882,EMA-002882,Miraparkin,Innovis Pharma
2883,EMA-002883,Mirapezol,Vocate Φαρμακευτικη Αε
2884,EMA-002884,Mirena,Bayer Hellas Sa
2885,EMA-002885,Mirtamor,Innovis Pharma
2886,EMA-002886,Mirtapil,Target Pharma Single Member Private Ltd
2887,EMA-002887,Mirtazapine Mylan,Mylan Pharmaceuticals Limited
2888,EMA-002888,Misoone,Exelgyn Sa
2889,EMA-002889,Mitoxan,Medicamerc S.A
2890,EMA-002890,Mitrotan,Gap S.A.
2891,EMA-002891,Mitrotan,Gap S.A.
2892,EMA-002892,Mizantrone,Vocate Φαρμακευτικη Αε
2893,EMA-002893,Mobius,Target Pharma Single Member Private Ltd
2894,EMA-002894,Modiwart,Iasis Pharma
2895,EMA-002895,Modulair,Elpen Pharmaceutical Co. Inc.
2896,EMA-002896,Modulair,Elpen Pharmaceutical Co. Inc.
2897,EMA-002897,Moflotrex Pf,Pharma Stulln Gmbh
2898,EMA-002898,Moflotrex Ud,Pharma Stulln Gmbh
2899,EMA-002899,Mofur,Gabriel Health
2900,EMA-002900,Mokast,Rafarm Sa.
2901,EMA-002901,Momecort,Cross Pharmaceuticals P.C.
2902,EMA-002902,Momesalic,Nestoras Vlachos Pc Epsilon Health
2903,EMA-002903,Mometasone Help,Help Abee
2904,EMA-002904,Mometasone Target,Target Pharma Single Member Private Ltd
2905,EMA-002905,Mometasone Target,Target Pharma Single Member Private Ltd
2906,EMA-002906,Moncas,Genepharm S.A.
2907,EMA-002907,Moniyot-131,Curium Romania Srl
2908,EMA-002908,Monopril,Bausch Health Ireland Limited
2909,EMA-002909,Monoprost,Laboratoires Thea
2910,EMA-002910,Monosordil,Elpen Pharmaceutical Co. Inc.
2911,EMA-002911,Monosordil,Elpen Pharmaceutical Co. Inc.
2912,EMA-002912,Montalis,Zwitter Pharmaceuticals Επε
2913,EMA-002913,Montalis,Zwitter Pharmaceuticals Επε
2914,EMA-002914,Montast,Pharmapath Sa
2915,EMA-002915,Montek,Curium Romania Srl
2916,EMA-002916,Mosept-Oral,Doc Pharma Ae
2917,EMA-002917,Mosmass,Rafarm Sa.
2918,EMA-002918,Mostrelαn,Bennett Pharmaceuticals Sa
2919,EMA-002919,Mosuolit,Help Abee
2920,EMA-002920,Motofen,Norma Hellas S.A.
2921,EMA-002921,Motsalon,Verisfield S.M.S.A
2922,EMA-002922,Movatec,Boehringer Ingelheim International Gmbh
2923,EMA-002923,Movatec,Boehringer Ingelheim International Gmbh
2924,EMA-002924,Movesan,Iasis Pharma
2925,EMA-002925,Movithiol,Iasis Pharma
2926,EMA-002926,Moxalid,Iasis Pharma
2927,EMA-002927,Moxalid,Iasis Pharma
2928,EMA-002928,Moxiclav,Medochemie Hellas Sa
2929,EMA-002929,Moxiclav,Medochemie Hellas Sa
2930,EMA-002930,Moxifalon,Demo Abee
2931,EMA-002931,Moxifalon T,Demo Abee
2932,EMA-002932,Moxifloxacin Sandoz,Sandoz Pharmaceuticals D.D.
2933,EMA-002933,Moxifloxacin Vioser,Vioser S.A.
2934,EMA-002934,Mozartan,Vocate Φαρμακευτικη Αε
2935,EMA-002935,Mucolin,Cooper Pharmaceuticals S.A.
